Date,Afghanistan,Albania,Algeria,Angola,Argentina,Aruba,Australia,Austria,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Bolivia,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Costa Rica,Cuba,Cyprus,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,El Salvador,Equatorial Guinea,Ethiopia,Faroe Islands,Fiji,Finland,French Polynesia,Gabon,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Jamaica,Japan,Jordan,Kenya,Lebanon,Liberia,Libya,Luxembourg,Madagascar,Malaysia,Mali,Malta,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Rwanda,Samoa,Saudi Arabia,Senegal,Sierra Leone,Singapore,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Tanzania,Thailand,Togo,Tonga,Tunisia,Turkey,Uganda,United Arab Emirates,United Kingdom,United States,Uruguay,Vietnam
1925-12-01,4.195,2.982,14.647,22.799,20.397000000000002,27.244,27.908,-4.151999999999999,18.28,18.131,25.835,1.64,21.958,26.2,22.722,25.557,-0.5479999999999999,25.783,23.882,23.839000000000002,-16.355999999999998,25.35,24.53,22.983,13.118,-5.915,24.784,26.723000000000006,25.031,23.858,14.582999999999998,-27.456,23.95,25.28,24.685,22.281,23.347,25.465,20.739,2.516,25.754,-11.514,26.783,24.723000000000006,26.935,6.694,-27.998,25.988000000000003,20.322000000000006,24.009,25.843000000000004,25.493,22.319000000000006,-2.676,-4.713,16.840999999999998,25.659000000000002,12.373,4.401,14.669,25.083000000000002,4.132,12.437000000000001,23.489,12.575,25.173000000000002,14.51,1.214,24.948,24.791,23.623,14.214,22.76100000000001,25.045,13.978,-18.016,12.904000000000002,26.402,6.4529999999999985,1.849,24.152,13.273,24.692,21.059,24.397,-10.302,10.243,26.692,26.203000000000007,25.013,27.364,20.73,24.674,-2.458,10.106,19.493,-3.823,18.827,26.174,17.125,25.635,25.28,25.423,26.645,24.287,22.216,7.507999999999999,25.609,25.841,-9.5,-1.7040000000000002,23.261,22.11,26.854,24.043000000000006,12.696,4.479,22.754,19.96,2.9330000000000007,-2.408,22.34,19.365
1926-01-01,1.592,3.822,13.921,23.675,21.756,26.563,27.408,-3.899,16.28,17.643,25.074,2.227,21.506,26.552,22.679000000000002,25.577,0.179,25.37,24.737,24.346,-20.721,24.408,25.06600000000001,22.717,13.91,-7.720999999999999,25.291,27.179,25.318,22.728,12.130999999999998,-28.044,24.498,24.69,23.991,22.665,23.413,25.913,21.988000000000003,5.598,26.364,-14.081,26.996,25.143,26.828000000000007,6.667000000000002,-28.621,25.141,20.145,24.424,25.412,24.863000000000003,22.379,-1.077,-1.6649999999999998,17.236,25.410999999999998,9.65,6.2200000000000015,11.645,24.742,0.215,9.503,25.01,9.609,25.174,13.652000000000001,1.6540000000000001,25.32,24.7,22.88,13.476,21.754,26.504,13.674,-20.738000000000003,11.595999999999998,25.936999999999998,5.729,2.3890000000000002,25.208000000000002,15.057,24.666,20.63,24.72300000000001,-8.708,9.432,26.615,26.421,25.142000000000003,27.819000000000006,21.033,24.48200000000001,-3.475,9.284,17.614,-2.3870000000000005,19.563,26.583,15.671,25.614,25.335,25.374000000000002,26.678,25.49,24.091,7.154,25.56,25.568,-9.468,-2.01,23.579,23.148000000000003,27.153000000000002,25.134,12.102,1.6509999999999998,23.705,18.973,4.6960000000000015,-2.4370000000000003,25.04,19.139
1926-02-01,4.462,7.475,15.624,24.047,21.428,26.749000000000002,28.861,1.9450000000000005,17.747,20.752,25.372,6.82,22.538,28.81,22.767000000000003,25.687,3.043,27.599,26.397,25.505,-20.472,24.262,26.535,23.838,14.094,-4.66,25.725,27.296999999999997,25.736,22.935,12.192,-29.313,25.838,24.833,24.386,22.79600000000001,24.293000000000006,26.608,23.38300000000001,5.754,24.834,-12.199000000000002,27.388,25.902,29.174,8.927999999999997,-29.941,25.837,21.113000000000003,26.728,26.044,25.323,23.454,3.987,-0.3449999999999997,20.375,25.899,11.199000000000002,7.497000000000001,12.505999999999998,24.82500000000001,1.592,10.925,25.736,10.293,27.193,14.892999999999999,6.45,25.28,25.66,23.92,14.271,22.859,26.426,16.962999999999994,-17.294999999999998,13.561,26.554,8.818,6.1789999999999985,24.8,13.35,25.232,21.74,26.679,-9.29,13.518,26.685,26.75800000000001,24.913,27.942,20.998,25.325,0.12600000000000033,12.008,19.17,1.072,19.625,26.41500000000001,17.875999999999994,26.965,27.398000000000003,26.367,26.545,26.693,23.255,10.263,26.495,26.012,-9.369,3.097,23.713,24.862,29.131999999999998,24.233,13.751,2.693,23.997,21.372,6.37,-0.04499999999999993,24.474,19.825
1926-03-01,8.201,7.2429999999999986,18.723,23.581,19.524,26.865,25.681,1.852,20.87,23.929000000000002,25.859,6.162999999999999,24.967,30.824,23.006999999999998,25.696,3.881,30.643,28.024,26.289,-15.278,25.20300000000001,27.307,26.778000000000002,12.699000000000002,1.6190000000000002,25.85700000000001,27.555999999999997,26.976,23.793000000000006,13.75,-29.003,27.955,25.457,24.897,23.16,26.278000000000002,26.531,24.046,4.311,25.709000000000003,-5.369999999999999,27.373,25.868000000000002,30.079,9.057,-29.662,26.379,23.537,28.546,26.622,25.798,25.794,4.235,-2.684,23.152,26.128,15.270999999999999,7.112,14.456,25.732,3.742,13.857000000000001,25.782,12.486,27.605,18.115,5.645,25.299000000000003,26.203000000000007,27.431,14.243,25.555,26.19,18.626,-6.349,14.687,25.54,11.338,6.103,24.751,12.419,27.06600000000001,26.528000000000002,29.388,-5.24,16.204,26.85,27.36,25.265,28.349,21.14,25.853,1.746,12.315999999999999,21.958,2.031,19.502,26.375999999999998,21.392,29.865,28.535999999999998,26.72,26.548,28.063,20.81,10.614,27.998,26.516,-2.817,3.233,23.538,26.825,30.326999999999998,24.835,15.640999999999998,5.347,23.93,24.252,6.082000000000002,2.668,23.428,21.930999999999997
1926-04-01,11.595999999999998,12.558,22.968000000000004,22.802,13.995,27.868,22.325,7.5379999999999985,23.826,26.788,26.448,10.303999999999998,26.438,30.238000000000003,21.218000000000004,24.904,11.369000000000002,31.974,29.405,25.001,-7.528,26.599,26.224,28.161,9.538,7.7440000000000015,25.666,26.651,27.271,25.406,17.086,-19.691,28.677,25.83,25.663,23.062,27.023000000000003,25.01,24.063,7.04,24.438,-1.398,26.354,24.82200000000001,29.04600000000001,13.982,-20.249000000000002,26.91,24.895,28.521,26.64,26.346999999999998,27.08,11.614999999999998,2.8930000000000002,25.739,26.303,20.161,9.189,18.931,26.243000000000002,8.078,19.1,24.604,16.682000000000002,27.212,22.539,10.08,23.927,26.733,30.647,15.924,28.535,25.162,20.39,3.177,16.738,23.531,14.752,10.11,23.092,11.864,28.061,30.055,29.47600000000001,-0.9240000000000002,19.896,27.430000000000003,27.625999999999998,24.918000000000006,23.214,20.809,27.11,9.044,12.79,24.684,10.508,18.686,25.645,25.142,30.499,28.247,27.26100000000001,26.088,27.952,17.857000000000006,12.015999999999998,28.668000000000006,26.526,1.364,7.669,22.24,28.709000000000003,29.145,22.728,19.093,10.824000000000002,22.728,26.118,8.204,8.131,17.578,24.998
1926-05-01,19.776,15.408,26.698,21.029,10.072,29.369,16.511,9.845,30.176,27.955,27.544,11.167,26.933000000000003,28.793000000000006,18.843,23.936,14.993,31.294,29.541,24.028000000000002,2.358,27.192,25.233,30.314,7.0710000000000015,13.878,25.275,25.682,27.002,25.983,20.588,-10.513,30.187,27.13,26.455,22.426,26.613000000000003,24.157,23.92,6.129,24.480999999999998,5.542999999999998,25.898000000000003,23.791,27.834,17.619,-10.935,27.872,25.274,28.057,26.374,27.102,26.98200000000001,14.704,3.161,29.002,26.383000000000006,27.568,9.798,23.12,26.999000000000002,14.27,24.109,23.596,20.728,26.83,27.439,10.880999999999998,21.579,26.969,33.260000000000005,18.148,31.272,23.032,22.691,9.099,18.46,21.6,19.01,10.868,22.386999999999997,8.493,27.914,32.748000000000005,28.851,2.649,25.887,28.192,27.502,25.124,19.24,19.793,28.076,12.489,14.672,30.829,14.179,18.646,26.276999999999997,30.78,30.858,27.813,27.526,26.79,27.766,13.925,14.002,28.305,26.427,5.957999999999998,9.029,21.333,29.373,27.92,22.729,22.325,15.639,22.131999999999998,31.284000000000002,8.945,14.182,13.424,27.588
1926-06-01,24.229,19.084000000000003,31.394,18.547,8.495,29.796,14.384,12.108,33.451,28.831,27.381,14.204,27.343000000000004,27.058000000000003,19.272,24.021,19.088,29.223000000000006,27.48,23.475,8.797,28.115,24.812,31.269,5.581,17.496,24.94100000000001,25.051,26.118,27.005,24.184,-3.3089999999999997,32.453,27.142,26.873,21.619,25.94100000000001,23.224,23.757,9.087,23.632,12.297,25.187,22.525,26.134,22.047,-3.678,27.449,25.097,25.881999999999998,25.713,27.797,26.195,17.317999999999998,7.309,30.733,25.686,31.384,12.703,25.596999999999998,27.456999999999997,17.375,26.762,22.844,23.739,25.474,30.512,14.037,20.371,26.377,33.453,21.178,33.713,22.1,25.002,16.480999999999998,22.83,19.718,23.057,14.247,21.128,5.78,26.889,33.522,27.402,8.465,29.751,27.921999999999997,26.694000000000006,24.160999999999998,20.76,19.05,27.381,15.548,18.78,34.03,17.654,18.429,25.955,33.296,30.948,26.273000000000003,27.22900000000001,26.476999999999997,28.116,11.394,18.675,28.248,25.913,11.963,11.869000000000002,20.359,27.612,26.247,21.035,26.587,19.926,21.588,34.651,11.995,18.768,12.367,26.783
1926-07-01,27.095,20.662,34.005,17.972,7.301,29.977,14.825,15.003,34.633,28.046999999999997,27.609,17.855,27.046999999999997,26.187,17.712000000000003,22.748,20.327,27.987,27.136,23.886999999999997,12.651,28.812,24.649,29.876,4.732,19.828,24.558000000000003,24.091,26.003,27.601,25.404,-0.30900000000000016,33.218,27.568,27.297,21.014000000000006,25.814,23.855,22.762,11.35,22.798000000000002,14.857,24.889,22.927,25.451,23.271,-0.6859999999999999,27.695,24.71,24.614,25.318,28.291,25.781,19.702,10.211,27.488000000000003,25.218000000000004,32.870000000000005,16.131,26.152,27.773000000000003,22.287,27.367,22.319000000000006,24.802,24.358,30.005,17.704,19.625,26.012,32.552,23.396,33.714,21.353,24.969,19.178,26.614,19.112,21.414,17.860000000000007,19.557000000000002,5.731,26.573,32.293,26.45000000000001,11.125,30.41200000000001,27.256,26.522,23.707,17.925,18.653,26.759,18.748,22.33,35.139,19.471,18.65,25.514,34.018,28.94,25.253,26.879,25.773000000000003,27.311,9.245,22.538,27.721,25.837,15.395,15.382,19.908,27.331,25.622,20.531,28.694000000000006,21.956,21.779,36.26600000000001,14.962,21.291,10.503,27.085
1926-08-01,26.609,20.042,32.885999999999996,20.242,10.06,29.75,16.145,14.402,34.256,28.180999999999997,27.418000000000006,17.088,26.548,25.698,19.925,24.398000000000003,18.464,27.224,26.557,23.604,10.742,28.76400000000001,24.88300000000001,29.65,5.933,19.135,24.902,23.388,25.666,27.695999999999998,25.342,-3.81,32.900999999999996,27.368,27.276,21.012,25.506,23.65,22.423000000000002,11.364,23.253,13.37,24.869,22.926,24.817,22.544,-4.228,27.431,24.37,24.497,26.114,28.019,25.613000000000003,17.933999999999994,8.291,26.283,25.567,33.323,15.4,25.711,27.666,24.148000000000003,26.991,22.095,24.611,24.342,29.227,16.967,20.114,26.115,31.689,24.142,33.256,21.198,24.894000000000002,16.433,26.729,20.104,20.701,16.95,19.735,6.343999999999999,26.417,31.526999999999997,26.081000000000003,9.843,28.82,27.101999999999997,26.271,24.09,21.014,19.239,26.619,15.979,23.719,34.578,16.742,19.375,25.918000000000006,33.581,28.148000000000003,25.038,26.756,25.835,26.969,12.757,23.78,27.859,26.629,13.664,15.589,20.516,26.68,25.164,20.788,27.989,21.539,21.715999999999998,35.401,14.533,20.658,13.707,26.198
1926-09-01,20.955,19.233,30.073,22.611,12.116,29.385,19.371,13.276,31.07500000000001,28.009,27.60700000000001,16.149,26.487,26.39,22.077,25.868,16.543,27.829,26.750999999999998,24.741,4.164,28.594,25.404,28.956999999999997,7.275,14.855,24.807,24.235,25.614,27.527,24.04,-10.994000000000002,31.521,27.629,27.021,21.631,25.127,25.464000000000002,23.316,9.307,23.624,7.646,25.067,24.828000000000007,25.676,20.954,-11.497,27.679000000000002,24.195,24.654,26.62,27.564,25.645,16.368,4.093,25.774,25.567,28.189,13.642999999999999,24.186,27.31900000000001,21.177,24.545,23.941,22.862,24.635,27.049,15.93,21.831,25.458,31.492,24.86,32.92,21.728,24.168000000000006,9.747000000000002,25.534,23.147,19.339000000000002,15.850999999999999,20.008,8.280999999999999,26.537,30.31,27.006999999999998,5.688,25.878,27.192,26.213,24.81,23.777,19.842,26.512,13.812999999999999,22.969,31.985,14.793,19.626,26.418000000000006,30.5,28.28,25.186,26.345,25.891,27.76,15.253,21.777,27.672,27.070999999999998,8.175,14.565999999999999,22.576,26.798,25.97300000000001,21.488000000000003,26.575,17.2,22.301,32.846,12.81,16.166,14.448,25.937
1926-10-01,13.062000000000001,15.172,25.35700000000001,23.05,15.198,28.842,22.962,7.146000000000001,27.572,26.451,26.895,8.841000000000003,25.268,27.354,22.991,25.763,12.817,29.218000000000004,25.994,25.045,-1.455,27.396,25.348000000000006,28.304,9.16,6.989,24.753,24.87,25.337,26.525,21.62,-18.987,28.487,26.749,26.496,21.671,24.721,25.695999999999998,22.69,4.253000000000001,24.722,-1.166,25.63600000000001,25.236,26.859,17.335,-19.516,27.102,23.43,24.754,26.913,27.121,24.609,10.913,-1.942,24.051,25.748,23.549000000000003,8.455,22.189,26.674,12.788,21.598000000000006,24.017,20.511000000000006,25.045,23.921,8.766,23.22300000000001,25.63,30.468000000000004,22.661,30.651,22.063000000000002,22.048000000000002,-0.21,20.455,25.019000000000002,15.936000000000002,8.880999999999998,21.925,10.107,25.959,28.714000000000002,27.389,-2.5540000000000003,20.614,27.294,25.933000000000003,25.072,25.254,20.281,26.236,7.119,17.276999999999994,28.523000000000003,10.587,18.969,26.23,26.456,28.695999999999998,25.388,26.457,26.073,26.749000000000002,18.022000000000002,15.781,27.1,27.29300000000001,-0.5550000000000002,7.96,23.228,25.647,26.959000000000003,22.512,23.303,13.894,22.513,28.61,7.171,10.512,16.573,23.391
1926-11-01,4.44,13.204,17.942,23.279,18.262999999999998,28.024,25.783,5.542999999999998,23.201999999999998,22.072,26.667,7.0340000000000025,22.796,27.465999999999998,23.656,26.114,10.062999999999999,28.066,25.503,24.832,-12.503,25.912,24.926,26.11,11.161,-0.555,24.814,26.802,24.718000000000004,25.0,18.672,-25.488000000000003,26.391,26.296,25.775,21.864,23.829,25.49,21.578000000000007,5.8870000000000005,25.505,-2.319,26.43,24.906,27.299,14.638000000000002,-26.127,26.93,21.369000000000003,24.519,26.877,26.505,22.902,10.012,-1.442,19.354,26.062,16.636,6.385999999999999,18.28,26.145,7.9099999999999975,16.312,23.416999999999998,16.25,25.399,19.728,6.918000000000001,25.052,25.664,25.693,20.532,23.847,23.585,17.822,-10.703,12.344,26.364,9.213,7.391999999999999,22.84,11.063,24.917,24.971,26.749,-3.597,13.017,27.338,25.511,25.026999999999997,27.022,20.727,25.94100000000001,6.97,11.139,24.384,8.815999999999997,18.833,26.657,21.288,27.035999999999998,25.609,26.455,26.207,25.839,19.335,9.333,25.836,27.155,-1.365,4.948,23.831,24.737,27.393,23.576,18.251,9.763,22.435,24.316,5.814,2.975,20.578000000000007,22.081
1926-12-01,2.927,5.127000000000002,12.429,22.237,20.21,26.595,26.175,-2.88,16.921,19.182,25.752,1.4939999999999998,22.926,26.819000000000006,22.469,25.391,2.419,26.041,24.61,24.285,-20.456,25.599,24.711,23.301,12.83,-7.5589999999999975,24.346999999999998,27.104,24.91,24.156,14.292,-28.476,24.17,25.078000000000007,24.234,21.701,24.077,25.651,21.109,4.7139999999999995,26.026,-10.611,26.291,24.506999999999998,26.9,8.158,-29.092,26.218000000000004,21.253,23.299,25.607,25.105,22.879,0.15099999999999994,-2.4320000000000004,16.980999999999998,25.555,10.884,5.396,13.517000000000001,25.020000000000003,2.0469999999999997,11.157,23.759,11.527999999999999,24.61,13.498,0.7749999999999999,25.112,25.077,22.371,14.073,20.932,24.951,15.953,-23.114,10.136,26.17,6.632999999999999,3.136,23.665,12.945,24.908,20.961,24.95,-7.762,9.92,27.108,25.686,24.979,26.709,20.493,25.092,-1.736,7.8199999999999985,18.365,-0.521,18.931,26.483,15.997,25.527,24.594,25.872,26.392000000000003,24.694000000000006,22.008000000000006,5.024,25.547,25.719,-7.707000000000002,-1.852,23.239,23.133000000000006,27.191,24.408,10.699000000000002,4.163,23.063,19.376,4.497000000000001,-3.1860000000000004,22.425,19.785
1927-01-01,-1.9,4.827,11.147,22.974,20.99,26.01,27.565,-2.0380000000000003,15.142000000000001,17.82,25.17,3.277,20.959,25.672,22.44,25.428,1.756,23.448,24.797,25.002,-22.88,23.97,26.147,22.661,13.441,-8.423,24.344,26.916,24.445999999999998,22.258000000000006,12.2,-28.734,23.538,24.506,23.596999999999998,22.048000000000002,22.91,26.291,21.771,3.92,26.116,-12.289,26.601,25.268,25.695,7.189,-29.369,25.775,19.543,23.042,25.153,24.384,21.820999999999998,0.6600000000000001,-4.4239999999999995,16.709,25.578000000000007,8.499,5.391,11.780999999999999,24.432,0.21599999999999986,9.582,24.843000000000004,9.568,24.576999999999998,12.258,2.577,24.803,25.182,19.746,12.817,19.098,25.764,15.668,-21.635,9.592,25.948,5.090000000000002,4.117,24.85400000000001,15.356,23.981,19.004,24.708000000000002,-7.9490000000000025,7.151999999999999,26.879,25.588,24.641,27.502,20.497,24.76,-2.387,8.329,16.493000000000002,-1.3000000000000005,19.779,26.289,15.530999999999999,24.103,24.572,25.677,26.489,24.537,23.812,6.082000000000002,25.627,25.133000000000006,-7.367000000000001,-0.9859999999999998,23.129,22.938000000000002,26.072,25.073,9.992,1.5179999999999998,23.902,17.858999999999995,4.581,-2.6430000000000007,24.018,19.37
1927-02-01,1.4319999999999995,2.986,13.892,23.277,21.96,25.25,26.498,-2.742,15.943,19.79,25.128,3.262,23.972,28.583000000000002,22.221,25.154,-1.7819999999999998,27.088,25.856,25.352,-21.553,25.605,26.44,23.621,14.067,-6.351000000000001,24.500999999999998,27.086,25.535999999999998,23.997,9.289,-29.075,25.451,24.616999999999997,23.673,22.01100000000001,24.812,26.248,22.782,5.5120000000000005,26.608,-8.576999999999998,26.83,25.571,28.255,4.958,-29.703000000000007,25.593000000000004,22.064,25.909,25.224,24.682,24.116999999999997,-0.785,-1.142,18.748,25.853,8.873,6.285,10.18,24.923000000000002,-0.8239999999999998,8.738999999999999,25.558000000000003,7.5180000000000025,26.534000000000002,13.71,2.641,24.802,25.55,23.18,12.094000000000001,21.295,25.841,17.409000000000002,-17.837999999999994,10.539,25.709,6.805,3.58,25.351,15.53,25.45,21.873,26.734,-6.3930000000000025,9.862,27.25,26.114,24.955,27.772,20.433,25.477,-2.742,8.854999999999997,17.375,-3.924,20.293,26.118000000000002,16.717,26.459,26.947,26.06,26.743000000000002,25.832,22.537,6.670999999999999,26.576,25.206,-5.805999999999999,-0.955,23.456,24.459,28.546,25.541,11.576,-1.3649999999999998,24.506,19.409000000000002,4.673,0.3690000000000002,25.177,19.321
1927-03-01,6.848000000000001,9.921,18.73,23.316,19.034,26.171,25.508000000000006,3.545,19.627,23.121,25.63600000000001,7.286,24.638,29.443,21.9,25.303,7.933,30.044,27.367,25.374000000000002,-14.044,25.496,26.506999999999998,25.432,12.508,-0.2630000000000001,24.887,26.534,26.66,24.032,14.18,-30.969,26.291,25.037,24.413,22.314,25.888,25.795,23.198,5.965,27.247000000000003,-5.215999999999998,26.828000000000007,25.216,29.081,11.552999999999999,-31.706,26.241,23.153,27.642,25.957,25.201999999999998,25.418000000000006,7.707000000000002,-0.995,22.994,25.835,14.780999999999999,7.561,15.505999999999998,25.263,3.662,14.855,25.361,13.235,26.819000000000006,18.132,6.714,24.10700000000001,25.951,27.557,14.408,26.33,25.781,18.684,-10.839,14.174,24.655,10.948,7.32,24.813,13.36,26.711,25.631,28.094,-4.893,15.772000000000002,27.182,27.149,24.965,26.64,20.236,26.232,5.099,10.917,20.721999999999998,6.5180000000000025,19.331,26.569000000000006,20.818,29.344,27.759,26.751,26.442,26.163,20.71,9.769,27.261,25.791999999999998,-2.177,3.6010000000000004,22.621,26.231,29.117,26.049,15.553,6.78,23.706999999999997,22.739,6.817,2.406,22.845,20.89
1927-04-01,14.725,12.015999999999998,22.451,22.341,14.742,26.682,20.908,5.936999999999999,23.914,27.475,25.751,8.652000000000001,25.763,29.754,20.695999999999998,24.66,10.677999999999999,31.595,28.067,25.119,-7.192,26.445,26.046,27.562,9.66,7.945,24.345,26.366999999999997,26.344,25.23,15.844,-22.334,27.666,24.921,24.926,22.087,25.898000000000003,25.681,23.54,3.274,26.754,-1.039,26.636,25.238000000000003,28.12,13.36,-22.908,26.406,24.101,27.638,25.897,25.59,26.133000000000006,10.152999999999999,-1.703,27.445999999999998,25.621,19.705,7.902,17.154,25.939,10.093,17.445,24.599,15.051000000000002,26.214,21.698,8.440999999999999,23.326,25.961,30.506,15.483,27.921,24.467,21.31,1.2959999999999998,16.125999999999998,23.741,16.762999999999998,7.990000000000001,24.157,9.836,27.121,29.237,29.181,-3.17,21.844,27.506,26.824,24.459,23.047,20.04,27.007,6.7639999999999985,14.286,24.765,9.546,19.23,26.625,24.354,30.063,27.225,26.512,26.908,27.291,17.528000000000002,13.063,27.929,25.910999999999998,0.14900000000000013,6.785,22.372,27.344,28.516,25.07,18.536,9.907,23.414,26.493,6.9,7.629,17.788,23.729
1927-05-01,20.421,16.243000000000002,28.159000000000002,21.137,10.617,28.323,16.91,10.67,30.888,27.752,26.914,12.575,27.397,28.771,18.852,23.76,14.586,31.123,28.124,25.33,1.337,27.905,25.833,29.796,6.599,13.077,24.425,25.14,26.32,26.455,21.723000000000006,-10.192,30.274,26.585,25.97300000000001,21.762,26.355,26.0,24.23,5.4910000000000005,25.618,4.341,26.364,25.533,27.508000000000006,17.956,-10.575,27.273000000000003,25.517,26.837,25.54,26.581000000000003,26.87,14.531,3.621,29.554,25.802,28.068,10.827,23.306,26.987,13.86,24.38300000000001,23.426,21.39,25.592,27.285,12.571000000000002,21.118000000000002,26.091,33.444,19.538,31.866,22.499,24.655,9.382,20.093,21.178,19.141,11.339,22.249,7.798999999999999,27.504,32.806,29.237,1.4330000000000005,26.679,27.45300000000001,26.644,24.779,20.208,19.266,27.568,10.407,17.029999999999998,31.481,13.754,19.229000000000006,26.944000000000006,30.963,31.122,26.359,26.996,26.517,27.648000000000003,13.491,16.437,27.82,25.608,4.65,11.446000000000002,21.355999999999998,28.101,27.806,23.811,23.962,15.812,23.078000000000007,32.108000000000004,9.471,13.494000000000002,14.387,26.721
1927-06-01,24.651999999999997,21.842,31.949,18.887999999999998,7.329,29.026,15.317,14.878,34.039,28.521,26.908,14.607,27.349,26.827,16.887999999999998,22.777,20.325,28.953000000000007,27.401999999999997,24.486,8.818,28.585,25.478,30.073,5.155,17.333,24.234,23.77,25.695,27.567,24.818,-3.3549999999999995,32.258,26.774,26.855,21.213,25.509,24.845,23.333000000000002,7.066,24.31,11.655,25.652,24.04600000000001,26.057,23.474,-3.674,27.001,24.95,25.301,25.134,27.768,25.862,19.948,6.92,29.232,25.531,32.927,11.575,25.185,27.408,18.317999999999998,26.648000000000003,22.160999999999998,24.000999999999998,25.141,29.555,14.847999999999999,19.17,25.916,33.283,23.932,33.148,20.956,24.678,14.56,23.945,18.559,21.772,13.679,20.615,4.669,26.502,32.529,27.3,6.902,29.36000000000001,27.39,26.374,24.262,16.855999999999998,18.692999999999998,27.113000000000003,15.586,19.71,34.586,19.55,18.562,26.747,33.46100000000001,30.265,25.729,27.021,26.601999999999997,27.136,11.3,19.713,27.541,25.657,10.578,14.067,19.669,27.818,26.211,22.39,28.456000000000003,20.72,22.375,35.0,10.771999999999998,18.142,10.893,27.313
1927-07-01,27.989,23.838,34.176,18.665,7.780000000000001,29.354,13.694,16.455,34.951,28.315,27.143,17.573,26.1,25.938,16.722,22.57,22.044,27.537,26.813,23.612,13.062,28.707,24.477,29.553,4.745,20.607,24.016,23.012,25.77,27.668000000000006,27.624,-0.901,33.151,27.069000000000006,27.044,20.882,25.389,23.873,22.36,10.889,24.063000000000002,18.230999999999998,25.324,22.840999999999998,25.174,25.724,-1.281,27.233,24.043000000000006,24.685,25.031,28.009,25.16,21.414,9.915,26.751,25.433000000000003,33.977000000000004,14.961,27.706,27.558000000000003,24.035,28.835,21.633000000000006,26.294,24.779,31.558000000000003,17.698,18.562,26.099,32.061,26.449,33.06,20.165000000000006,24.699,18.963,25.61,19.027,21.250999999999998,17.421000000000006,20.176,5.6739999999999995,26.123,31.853,26.122,12.718,29.82200000000001,27.111,26.265,23.899,17.907,18.01,26.835,19.172,19.838,35.277,20.637,19.01,26.361,34.538999999999994,28.586,25.483,26.875999999999998,26.347,26.549,11.288,21.4,27.52,25.658,17.127,16.243000000000002,19.296,27.166,25.401,21.954,30.867,22.694000000000006,22.061,35.84900000000001,14.119000000000002,21.027,11.871,26.84
1927-08-01,25.814,23.195,33.414,19.66,9.91,29.761,15.839,15.385,34.038000000000004,28.186999999999998,27.587,17.169999999999998,26.705,25.153,19.387999999999998,24.196,22.065,25.971,27.208,23.079,11.212,28.966,24.209000000000003,28.25,5.97,19.041,24.82,23.379,25.768,27.763,26.817,-2.864,33.062999999999995,27.491999999999997,27.303,21.043000000000006,25.558000000000003,23.39,22.496,11.069,24.252,14.994000000000002,25.035,22.66,24.545,25.227,-3.2739999999999996,27.715,24.441,23.782,25.827,27.971999999999998,25.634,20.596,8.237,26.021,25.234,33.698,14.758,27.047,27.582,24.483,28.23,22.377,25.756999999999998,24.012,29.993,17.051,19.813,26.218000000000004,30.366,26.636,32.242,20.745,24.901,15.247,27.160999999999998,20.093,20.377,17.291999999999998,19.903,5.912000000000001,26.46,30.141,25.428,11.016000000000002,28.103,27.046999999999997,26.429000000000002,23.149,20.035,19.135,26.733,18.113,21.061,34.156,20.692,19.369,26.639,33.830000000000005,26.881999999999998,24.664,26.618,25.739,26.894000000000002,12.635,22.02,27.56600000000001,26.425,14.494000000000002,15.321,20.375999999999998,27.323,24.919,21.928,30.029,23.272,22.512,34.689,13.916,19.134,13.027000000000001,27.033
